GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
27,638.8034,1647.2299,-2692.1016,0.0,0.0,0.0,-1492.0302,-15012.0106,660.1104,7386.5611,-2187.9111,63.51550848,-8863.437599999997,-2124.39559152,-10987.833191519996
28,627.1047,1590.6837,-2729.222,0.0,0.0,0.0,-1479.3636,-14870.128,645.7842,7323.5284,-2257.84,64.0274544,-8891.6126,-2193.8125456000002,-11085.4251456
29,584.289,1606.8731,-2712.1984,0.0,0.0,0.0,-1488.1422,-14807.4819,661.7079,7336.3084,-2311.1368,63.270884159999994,-8818.644100000001,-2247.86591584,-11066.510015840002
30,640.9114,1588.3834,-2717.5163,0.0,0.0,0.0,-1489.2793,-14697.8611,663.1159,7232.3398,-2356.4189,64.52750087999999,-8779.9062,-2291.89139912,-11071.79759912
31,558.6402,1614.1214,-2709.6685,0.0,0.0,0.0,-1518.1899,-14765.0074,655.7831,7284.9498,-2269.6458,62.7674616,-8879.3713,-2206.8783384,-11086.2496384
32,585.9414,1588.8736,-2695.2663,0.0,0.0,0.0,-1497.6728,-14917.102,674.8987,7346.6295,-2183.0377,62.713471680000005,-8913.6979,-2120.3242283199997,-11034.02212832
33,617.0266,1622.0888,-2712.0521,0.0,0.0,0.0,-1478.3948,-14930.8979,670.705,7336.9818,-2212.4688,65.08202904000001,-8874.5426,-2147.38677096,-11021.92937096
34,560.6376,1591.7332,-2715.7141,0.0,0.0,0.0,-1457.3956,-14904.6055,682.5161,7320.3131,-2207.7,65.64829248,-8922.515200000002,-2142.05170752,-11064.566907520002
35,636.5442,1564.3512,-2671.872,0.0,0.0,0.0,-1494.2849,-14799.586,644.88,7323.5963,-2284.584,65.23256448,-8796.371200000001,-2219.35143552,-11015.72263552
36,586.1246,1569.3729,-2760.4399,0.0,0.0,0.0,-1478.6926,-14945.4155,681.3195,7330.6266,-2133.9089,62.63755488,-9017.104399999998,-2071.2713451199998,-11088.375745119998
37,605.845,1676.7366,-2753.7358,0.0,0.0,0.0,-1478.3797,-14948.8791,666.0815,7343.8698,-2197.0896,62.94334824,-8888.4617,-2134.14625176,-11022.60795176
38,610.9126,1584.3802,-2708.4424,0.0,0.0,0.0,-1478.4991,-14922.0744,667.964,7236.7851,-2165.6247,62.529289920000004,-9008.973999999998,-2103.09541008,-11112.06941008
39,567.3748,1595.658,-2694.8358,0.0,0.0,0.0,-1497.5074,-14951.0905,687.7804,7288.8725,-2148.9311,61.18183944,-9003.748,-2087.7492605599996,-11091.49726056
40,627.4339,1572.6552,-2684.6841,0.0,0.0,0.0,-1500.4219,-14907.0843,661.4398,7331.037,-2215.7475,60.57117792,-8899.6244,-2155.17632208,-11054.800722080001
41,608.0424,1571.8463,-2715.6138,0.0,0.0,0.0,-1472.7196,-15088.7288,671.4995,7357.0739,-2052.3324,59.665876559999994,-9068.6001,-1992.6665234399998,-11061.266623439999
42,621.3253,1648.5559,-2724.3376,0.0,0.0,0.0,-1484.6341,-14792.3839,660.3625,7213.0472,-2263.4731,62.51303015999999,-8858.064699999999,-2200.96006984,-11059.024769839998
43,584.5461,1566.1156,-2685.2045,0.0,0.0,0.0,-1497.0651,-14886.4651,678.6315,7304.705,-2189.7262,60.4935468,-8934.7365,-2129.2326532,-11063.9691532
44,583.9645,1583.1075,-2690.4627,0.0,0.0,0.0,-1514.7393,-14918.3566,644.8073,7292.8502,-2146.6646,61.25291711999999,-9018.829099999999,-2085.41168288,-11104.240782879999
45,615.2999,1604.0514,-2668.0212,0.0,0.0,0.0,-1505.9132,-15015.3243,670.8566,7345.5099,-2116.6118,59.46134616,-8953.5409,-2057.15045384,-11010.69135384
46,626.8174,1583.9825,-2709.2923,0.0,0.0,0.0,-1462.4728,-14955.8304,674.1229,7304.7143,-2167.187,60.99753528,-8937.958400000001,-2106.1894647199997,-11044.147864720002
47,590.7598,1602.9699,-2718.7105,0.0,0.0,0.0,-1464.0855,-14894.3146,661.5591,7344.9376,-2220.8265,60.80270184,-8876.8842,-2160.0237981600003,-11036.907998159999
48,613.3764,1617.7065,-2733.4822,0.0,0.0,0.0,-1475.6316,-14894.6008,678.2218,7295.0154,-2227.0699,62.681352479999994,-8899.394500000002,-2164.38854752,-11063.783047520003
49,570.6209,1635.2253,-2719.559,0.0,0.0,0.0,-1487.2047,-14982.1349,646.5878,7302.9826,-2115.333,59.83551576000001,-9033.482,-2055.49748424,-11088.97948424
50,599.7234,1655.1076,-2686.1297,0.0,0.0,0.0,-1454.3171,-15034.082,673.9208,7329.6863,-2162.4925,62.90493047999999,-8916.0907,-2099.5875695199998,-11015.678269520002
51,593.3705,1604.3605,-2700.5962,0.0,0.0,0.0,-1472.9521,-15085.6224,661.1026,7374.7078,-2140.1501,63.39699792,-9025.6293,-2076.7531020799997,-11102.38240208
52,613.0332,1634.6152,-2708.0718,0.0,0.0,0.0,-1490.3112,-15039.1727,659.4103,7350.4959,-2142.6594,61.28323632,-8980.0011,-2081.37616368,-11061.37726368
53,591.9195,1573.2043,-2706.9961,0.0,0.0,0.0,-1479.8388,-15076.9908,664.1348,7359.7363,-2096.9847,61.919532,-9074.8308,-2035.065168,-11109.895968
54,568.364,1602.614,-2693.1425,0.0,0.0,0.0,-1444.8628,-15058.2117,650.3466,7389.1744,-2165.8148,63.6571764,-8985.718,-2102.1576236,-11087.8756236
55,591.958,1634.7669,-2654.3591,0.0,0.0,0.0,-1491.614,-15024.7557,665.6347,7341.7382,-2119.9606,60.7136724,-8936.631,-2059.2469275999997,-10995.8779276
56,604.3548,1584.9721,-2695.9349,0.0,0.0,0.0,-1473.5507,-15013.5496,662.7333,7321.523,-2152.5737,60.74384616,-9009.452000000001,-2091.82985384,-11101.281853840002
57,627.4315,1586.6233,-2709.4587,0.0,0.0,0.0,-1458.0753,-15002.7674,657.1734,7357.2963,-2181.2644,61.95084192,-8941.776900000003,-2119.31355808,-11061.090458080003
58,563.0861,1624.1517,-2666.4647,0.0,0.0,0.0,-1484.4978,-14843.3708,664.4662,7389.8584,-2350.1866,63.36433656,-8752.7709,-2286.82226344,-11039.59316344
59,584.3515,1552.4196,-2684.2929,0.0,0.0,0.0,-1491.1446,-14891.2953,674.9241,7411.7055,-2311.037,62.5998168,-8843.3321,-2248.4371831999997,-11091.7692832
60,602.9455,1674.8168,-2745.4413,0.0,0.0,0.0,-1495.5515,-14984.519,649.0911,7345.4016,-2175.1729,61.81407072,-8953.2568,-2113.35882928,-11066.615629279999
61,634.6951,1582.0968,-2673.4433,0.0,0.0,0.0,-1485.9716,-14892.4594,650.0277,7384.321,-2303.9293,63.07890336,-8800.733699999999,-2240.85039664,-11041.58409664
62,603.5008,1543.1885,-2689.584,0.0,0.0,0.0,-1459.9766,-15000.9991,667.3669,7308.8718,-2155.5929,62.951565599999995,-9027.631699999998,-2092.6413344000002,-11120.273034399997
63,620.8533,1558.7823,-2666.4356,0.0,0.0,0.0,-1488.8394,-14945.3434,661.5358,7389.0067,-2218.0484,61.06443696,-8870.440299999998,-2156.98396304,-11027.424263039999
64,574.2235,1589.7161,-2698.8069,0.0,0.0,0.0,-1464.0105,-15014.1207,662.0197,7329.7915,-2150.5735,60.71789303999999,-9021.187299999998,-2089.85560696,-11111.042906959998
65,615.199,1557.797,-2712.6653,0.0,0.0,0.0,-1467.6969,-15041.1914,693.3572,7402.7192,-2172.1254,60.85443168,-8952.4812,-2111.27096832,-11063.75216832
66,650.7195,1596.0591,-2705.6844,0.0,0.0,0.0,-1462.7687,-15050.9175,658.8879,7293.3478,-2106.1189,59.38761743999999,-9020.356300000001,-2046.73128256,-11067.087582560001
67,585.3979,1581.3405,-2720.0245,0.0,0.0,0.0,-1485.087,-14920.2443,673.6289,7315.3737,-2185.6382,60.2372556,-8969.6148,-2125.4009444,-11095.0157444
68,597.0577,1561.9628,-2728.288,0.0,0.0,0.0,-1490.0026,-14974.6226,643.0929,7383.1328,-2203.686,62.587008,-9007.667000000001,-2141.098992,-11148.765992
69,605.6633,1565.2231,-2705.2941,0.0,0.0,0.0,-1514.301,-15008.3402,645.0909,7369.3463,-2169.833,61.35488783999999,-9042.611700000001,-2108.47811216,-11151.089812160002
70,577.2179,1577.4248,-2717.3425,0.0,0.0,0.0,-1479.2401,-14997.5653,662.0138,7425.1696,-2229.988,62.621568,-8952.321799999998,-2167.366432,-11119.688231999997
71,565.4087,1545.4181,-2699.4073,0.0,0.0,0.0,-1493.4957,-15068.2738,654.6993,7282.7531,-2069.4732,59.597471520000006,-9212.897600000002,-2009.87572848,-11222.773328480002
72,577.3356,1564.6906,-2722.5828,0.0,0.0,0.0,-1506.0759,-15109.2169,674.5086,7389.9754,-2092.86,59.53908672,-9131.365399999999,-2033.3209132800002,-11164.686313279999
73,625.4128,1564.1815,-2695.6733,0.0,0.0,0.0,-1481.6588,-15239.6158,678.161,7318.1855,-1947.1207,60.030753839999996,-9231.007099999999,-1887.08994616,-11118.097046159999
74,618.1132,1584.0452,-2704.4757,0.0,0.0,0.0,-1460.951,-15278.1371,674.7324,7403.0256,-1996.9339,60.22785815999999,-9163.647399999998,-1936.70604184,-11100.353441839998
75,599.1981,1564.546,-2710.6009,0.0,0.0,0.0,-1499.4802,-15081.7137,664.075,7369.5916,-2085.6194,59.54381856,-9094.3841,-2026.07558144,-11120.45968144
76,614.0259,1554.013,-2715.6034,0.0,0.0,0.0,-1497.7833,-15099.6537,647.6746,7339.8502,-2045.2018,58.1524308,-9157.476700000003,-1987.0493692,-11144.526069200003
77,575.4636,1583.4197,-2712.8971,0.0,0.0,0.0,-1482.3578,-14915.1018,653.0671,7301.7037,-2209.0415,62.6583024,-8996.702599999999,-2146.3831975999997,-11143.085797599999
78,571.7659,1547.4105,-2687.608,0.0,0.0,0.0,-1454.6451,-15057.5313,647.6532,7370.1487,-2150.3828,62.87147208,-9062.8061,-2087.51132792,-11150.31742792
79,569.6473,1590.5664,-2709.2978,0.0,0.0,0.0,-1465.6076,-15081.3828,682.1238,7368.0445,-2102.7557,62.443554479999996,-9045.906199999998,-2040.31214552,-11086.218345519997
80,600.2167,1649.8747,-2716.2843,0.0,0.0,0.0,-1456.874,-14873.871,640.1686,7270.6333,-2227.4577,62.63916696,-8886.135999999995,-2164.81853304,-11050.954533039994
81,613.639,1566.7973,-2696.416,0.0,0.0,0.0,-1517.9562,-14833.9305,665.5371,7308.488,-2265.756,61.84387295999999,-8893.8413,-2203.91212704,-11097.75342704
82,591.1777,1641.2052,-2694.0495,0.0,0.0,0.0,-1485.3127,-15013.9318,657.0511,7391.3335,-2221.7526,63.05011056,-8912.5265,-2158.7024894399997,-11071.22898944
83,613.4856,1603.1577,-2723.3322,0.0,0.0,0.0,-1465.8399,-14906.3791,663.7996,7358.4821,-2272.2343,62.991594,-8856.626199999999,-2209.242706,-11065.868906
84,593.0856,1573.3511,-2694.0574,0.0,0.0,0.0,-1493.032,-14834.5842,655.5308,7239.7939,-2228.725,62.493258239999996,-8959.912199999999,-2166.2317417599997,-11126.14394176
85,609.9832,1623.068,-2699.9792,0.0,0.0,0.0,-1473.1204,-14928.9475,670.9306,7363.9381,-2239.8936,62.494398,-8834.127200000003,-2177.399202,-11011.526402000001
86,608.9899,1571.2083,-2718.4603,0.0,0.0,0.0,-1472.4837,-14936.713,652.2031,7305.3251,-2184.6868,61.77153239999999,-8989.9306,-2122.9152676,-11112.8458676
87,623.8003,1609.7572,-2696.2965,0.0,0.0,0.0,-1480.1723,-14881.7426,673.9534,7250.6248,-2209.7643,63.221088959999996,-8900.075700000001,-2146.5432110399997,-11046.618911040001
88,548.6439,1643.204,-2670.5888,0.0,0.0,0.0,-1487.9885,-15032.5509,636.9063,7338.4707,-2132.2768,63.08338896,-9023.903299999998,-2069.1934110400002,-11093.096711039998
89,625.9004,1595.7016,-2716.2677,0.0,0.0,0.0,-1474.3046,-14829.2037,650.9471,7281.3255,-2233.9438,63.11626344,-8865.901399999999,-2170.82753656,-11036.728936559999
90,647.4472,1621.3209,-2711.3019,0.0,0.0,0.0,-1476.2342,-14840.3011,665.8957,7239.4713,-2238.6997,62.116594559999996,-8853.702099999999,-2176.58310544,-11030.28520544
91,602.5127,1577.6514,-2725.8409,0.0,0.0,0.0,-1470.3856,-14850.0437,672.7529,7318.4339,-2245.7629,63.959143680000004,-8874.919300000001,-2181.80375632,-11056.723056320001
92,558.5063,1587.1887,-2710.728,0.0,0.0,0.0,-1455.9406,-14965.4418,673.8602,7338.9401,-2178.5352,63.71165952,-8973.615100000003,-2114.82354048,-11088.438640480003
93,607.9315,1651.9334,-2720.0637,0.0,0.0,0.0,-1462.2684,-14972.8647,662.4371,7342.9277,-2163.1453,61.905636720000004,-8889.967100000002,-2101.23966328,-10991.206763280003
94,574.3615,1577.6567,-2679.8294,0.0,0.0,0.0,-1473.6148,-14944.1018,659.0838,7350.6099,-2218.189,60.66076248,-8935.8341,-2157.52823752,-11093.36233752
95,625.9324,1615.6637,-2720.4112,0.0,0.0,0.0,-1469.0864,-14913.5457,655.811,7231.6819,-2140.5357,62.178732,-8973.9543,-2078.356968,-11052.311268
96,623.5535,1575.9527,-2684.486,0.0,0.0,0.0,-1485.8578,-14921.6961,671.8832,7290.7753,-2173.4313,60.833268000000004,-8929.875199999999,-2112.5980320000003,-11042.473231999998
97,613.6508,1590.712,-2746.2119,0.0,0.0,0.0,-1465.3036,-14975.8088,663.3745,7320.06,-2138.4986,62.16149952,-8999.527000000002,-2076.33710048,-11075.864100480001
98,627.853,1591.1909,-2713.1543,0.0,0.0,0.0,-1499.0218,-15040.382,678.5615,7289.5058,-2094.2517,61.514850960000004,-9065.446899999999,-2032.7368490399997,-11098.18374904
99,580.3169,1643.2409,-2745.049,0.0,0.0,0.0,-1467.0379,-14921.5894,673.6405,7290.0412,-2158.825,61.77020039999999,-8946.436800000001,-2097.0547996,-11043.4915996
100,642.7818,1582.1125,-2709.1699,0.0,0.0,0.0,-1467.8843,-15007.048,645.0618,7305.0445,-2141.6069,61.61250888,-9009.101600000002,-2079.9943911200003,-11089.095991120003
101,589.8484,1611.4757,-2734.1358,0.0,0.0,0.0,-1497.1157,-14949.7092,653.4048,7302.4917,-2152.9798,61.627868639999996,-9023.740099999999,-2091.35193136,-11115.09203136
102,632.8685,1580.3828,-2728.301,0.0,0.0,0.0,-1478.221,-14910.805,664.9172,7329.7211,-2201.3555,61.260469199999996,-8909.437400000003,-2140.0950308,-11049.532430800002
103,583.5809,1636.9303,-2714.5603,0.0,0.0,0.0,-1487.2681,-14987.5328,664.2547,7298.1972,-2137.4975,61.164324,-9006.398100000002,-2076.333176,-11082.731276000002
104,574.2474,1635.6765,-2727.6919,0.0,0.0,0.0,-1470.8129,-14966.8389,663.9638,7309.1458,-2179.8251,62.33804568,-8982.3102,-2117.48705432,-11099.79725432
105,602.0685,1603.4828,-2705.0524,0.0,0.0,0.0,-1516.0035,-15134.1981,667.5691,7322.9668,-2043.791,59.42700288,-9159.166799999997,-1984.36399712,-11143.530797119996
106,605.5277,1632.1116,-2717.3173,0.0,0.0,0.0,-1500.5882,-15140.1538,666.6423,7283.5929,-1987.0868,58.18805352,-9170.184800000003,-1928.89874648,-11099.083546480004
107,618.7109,1651.1091,-2703.0558,0.0,0.0,0.0,-1488.441,-15008.5865,661.6318,7349.7827,-2174.2542,60.266492639999996,-8918.8488,-2113.98770736,-11032.83650736
108,626.8737,1560.8994,-2743.7278,0.0,0.0,0.0,-1537.924,-15091.9562,667.9761,7308.7932,-2017.2991,60.22790783999999,-9209.065600000002,-1957.07119216,-11166.136792160001
109,639.2628,1609.935,-2725.751,0.0,0.0,0.0,-1494.0419,-14993.1767,662.2687,7290.3731,-2120.6002,61.39360728,-9011.129999999997,-2059.2065927199997,-11070.336592719997
110,591.0516,1586.2516,-2729.9871,0.0,0.0,0.0,-1498.9501,-14981.1874,683.8372,7269.8689,-2112.5375,59.433014879999995,-9079.115300000001,-2053.10448512,-11132.219785120002
111,582.0723,1644.5645,-2701.4704,0.0,0.0,0.0,-1506.8933,-14826.4399,671.6999,7188.1954,-2192.7297,57.77362152,-8948.271499999999,-2134.95607848,-11083.227578479999
112,577.7005,1595.7436,-2732.2891,0.0,0.0,0.0,-1478.9935,-15018.0606,667.1949,7243.9662,-2066.715,60.30228888,-9144.738000000005,-2006.41271112,-11151.150711120004
113,610.5797,1583.9036,-2681.8264,0.0,0.0,0.0,-1493.6041,-14954.908,660.7764,7331.6234,-2197.758,61.001904239999995,-8943.455399999997,-2136.75609576,-11080.211495759997
114,609.4857,1588.1442,-2734.7815,0.0,0.0,0.0,-1516.3324,-15009.9509,659.3651,7260.2364,-2083.2222,60.496846559999994,-9143.833400000001,-2022.7253534400002,-11166.558753440002
115,616.6723,1600.038,-2748.0311,0.0,0.0,0.0,-1493.6361,-15174.5869,651.8358,7312.0323,-2011.8398,59.10463512,-9235.6757,-1952.73516488,-11188.41086488
116,575.8877,1607.7998,-2719.896,0.0,0.0,0.0,-1494.105,-14963.574,668.549,7351.8789,-2204.5538,61.96075848,-8973.459600000002,-2142.59304152,-11116.052641520002
117,602.9154,1564.0467,-2691.1124,0.0,0.0,0.0,-1479.277,-15029.0969,662.0388,7307.7048,-2108.1155,61.26852168,-9062.780599999998,-2046.8469783199998,-11109.627578319998
118,620.6459,1620.9141,-2764.133,0.0,0.0,0.0,-1511.25,-15014.0055,631.4186,7313.8655,-2097.6847,61.433325360000005,-9102.544399999999,-2036.2513746399998,-11138.795774639999
119,608.0099,1614.193,-2719.083,0.0,0.0,0.0,-1503.9883,-14955.5393,655.7787,7324.2876,-2168.245,60.983561519999995,-8976.3414,-2107.26143848,-11083.60283848
120,597.2057,1633.6302,-2733.8099,0.0,0.0,0.0,-1499.3542,-14993.9574,665.0542,7335.2504,-2174.4849,61.85551968,-8995.981,-2112.62938032,-11108.610380319999
121,626.9134,1613.6962,-2695.1866,0.0,0.0,0.0,-1469.6777,-14968.9857,653.8653,7273.5643,-2181.4366,61.89043104,-8965.8108,-2119.54616896,-11085.35696896
122,595.6467,1613.8284,-2740.1976,0.0,0.0,0.0,-1477.4415,-14861.4491,634.8736,7296.7493,-2225.9834,61.374473280000004,-8937.990199999997,-2164.60892672,-11102.599126719997
123,581.0442,1612.1313,-2720.5372,0.0,0.0,0.0,-1459.9755,-14984.2297,651.4453,7334.4728,-2171.3703,60.83238672,-8985.648799999999,-2110.53791328,-11096.18671328
124,600.9235,1571.5142,-2705.5754,0.0,0.0,0.0,-1525.6698,-14978.3749,663.6295,7374.7932,-2209.7503,60.34625928,-8998.759700000002,-2149.40404072,-11148.163740720001
125,631.8163,1606.6881,-2689.6326,0.0,0.0,0.0,-1504.6975,-15033.2951,667.3243,7339.378,-2112.7507,60.50409984,-8982.4185,-2052.24660016,-11034.66510016
126,574.0261,1594.0756,-2726.3822,0.0,0.0,0.0,-1498.9347,-14976.8017,693.0154,7361.3483,-2206.1945,61.126127999999994,-8979.653199999999,-2145.068372,-11124.721571999999
127,612.0124,1607.2657,-2715.8704,0.0,0.0,0.0,-1510.593,-14944.6027,666.1446,7354.0115,-2205.8534,62.37897263999999,-8931.6319,-2143.47442736,-11075.106327360001
128,614.0925,1550.7324,-2725.1891,0.0,0.0,0.0,-1473.4763,-14976.0374,651.6038,7315.9117,-2201.5068,61.65530496,-9042.362399999998,-2139.85149504,-11182.213895039997
129,626.6451,1595.2567,-2694.3539,0.0,0.0,0.0,-1475.1059,-15067.7107,675.9271,7313.0507,-2084.0797,61.278624,-9026.2909,-2022.8010759999997,-11049.091976
130,604.435,1593.7063,-2735.2989,0.0,0.0,0.0,-1454.5294,-14904.4486,675.4314,7256.6725,-2172.6062,62.593418879999994,-8964.0317,-2110.01278112,-11074.04448112
131,600.7756,1631.0292,-2707.5906,0.0,0.0,0.0,-1503.5867,-15052.7468,644.5312,7328.8355,-2111.0323,61.88937984,-9058.7526,-2049.14292016,-11107.895520159998
132,630.8484,1539.1833,-2712.0701,0.0,0.0,0.0,-1508.9872,-14951.7938,662.5383,7361.5014,-2201.4744,61.342488,-8978.7797,-2140.131912,-11118.911611999998
133,563.9905,1592.9866,-2710.547,0.0,0.0,0.0,-1457.5166,-15037.9626,674.5607,7398.3173,-2130.9106,61.934672879999994,-8976.1711,-2068.97592712,-11045.14702712
134,581.1853,1566.5258,-2750.8265,0.0,0.0,0.0,-1489.994,-14947.3434,643.8131,7270.5386,-2147.1458,61.367665679999995,-9126.1011,-2085.77813432,-11211.87923432
135,639.9227,1610.5089,-2699.4958,0.0,0.0,0.0,-1506.3393,-14809.0745,662.4776,7273.5536,-2289.3607,62.726356079999995,-8828.446800000002,-2226.63434392,-11055.081143920002
136,626.6087,1591.7724,-2738.8536,0.0,0.0,0.0,-1459.5088,-14801.0229,660.7811,7321.4372,-2342.8831,61.5007944,-8798.785899999999,-2281.3823056,-11080.168205599997
137,563.2611,1668.8172,-2724.2801,0.0,0.0,0.0,-1454.0324,-15069.3793,657.0519,7312.8471,-2106.7427,62.25661151999999,-9045.714499999998,-2044.4860884799998,-11090.200588479996
138,621.7026,1540.3476,-2707.1985,0.0,0.0,0.0,-1484.4265,-15049.1581,675.1952,7311.7467,-2087.1853,59.58474335999999,-9091.791000000001,-2027.6005566400001,-11119.391556640003
139,591.1679,1628.9942,-2732.0491,0.0,0.0,0.0,-1472.0406,-14942.7365,672.2933,7306.2131,-2186.9779,62.18121096,-8948.157700000003,-2124.79668904,-11072.954389040004
140,626.4021,1596.7965,-2689.8728,0.0,0.0,0.0,-1487.4514,-14993.2235,673.2313,7349.2887,-2157.8427,59.07184416,-8924.829099999999,-2098.77085584,-11023.59995584
141,604.9594,1532.5688,-2705.5901,0.0,0.0,0.0,-1463.1263,-15014.0645,661.7133,7357.7367,-2165.1178,61.55203824,-9025.8027,-2103.56576176,-11129.368461760001
142,584.5604,1554.35,-2728.4721,0.0,0.0,0.0,-1494.0271,-15004.3537,675.5969,7352.7727,-2172.261,61.520289840000004,-9059.5729,-2110.74071016,-11170.31361016
143,581.1425,1586.8149,-2711.6698,0.0,0.0,0.0,-1482.063,-14972.0737,672.3948,7351.474,-2192.4095,63.46040255999999,-8973.9803,-2128.94909744,-11102.929397439999
144,596.8363,1585.511,-2710.8751,0.0,0.0,0.0,-1466.5601,-15093.556,671.5226,7384.6209,-2118.5492,60.88749192,-9032.500399999999,-2057.6617080799997,-11090.162108079998
